,Time,0,maxes,vidID,h,m,s
103,1900-01-17 00:18:50,16.0,88.0,205084728,00,17,50
146,1900-01-17 00:26:00,2.0,11.0,205084728,00,25,00
162,1900-01-17 00:28:40,3.0,16.0,205084728,00,27,40
163,1900-01-17 00:28:50,3.0,16.0,205084728,00,27,50
165,1900-01-17 00:29:10,3.0,16.0,205084728,00,28,10
166,1900-01-17 00:29:20,3.0,16.0,205084728,00,28,20
167,1900-01-17 00:29:30,3.0,16.0,205084728,00,28,30
170,1900-01-17 00:30:00,3.0,16.0,205084728,00,29,00
205,1900-01-17 00:35:50,15.0,83.0,205084728,00,34,50
250,1900-01-17 00:43:20,18.0,100.0,205084728,00,42,20
251,1900-01-17 00:43:30,18.0,100.0,205084728,00,42,30
282,1900-01-17 00:48:40,11.0,61.0,205084728,00,47,40
283,1900-01-17 00:48:50,11.0,61.0,205084728,00,47,50
311,1900-01-17 00:53:30,3.0,16.0,205084728,00,52,30
312,1900-01-17 00:53:40,3.0,16.0,205084728,00,52,40
313,1900-01-17 00:53:50,3.0,16.0,205084728,00,52,50
314,1900-01-17 00:54:00,3.0,16.0,205084728,00,53,00
316,1900-01-17 00:54:20,3.0,16.0,205084728,00,53,20
342,1900-01-17 00:58:40,7.0,38.0,205084728,00,57,40
346,1900-01-17 00:59:20,7.0,38.0,205084728,00,58,20
364,1900-01-17 01:02:20,3.0,16.0,205084728,01,01,20
365,1900-01-17 01:02:30,3.0,16.0,205084728,01,01,30
366,1900-01-17 01:02:40,3.0,16.0,205084728,01,01,40
386,1900-01-17 01:06:00,4.0,22.0,205084728,01,05,00
407,1900-01-17 01:09:30,15.0,83.0,205084728,01,08,30
408,1900-01-17 01:09:40,15.0,83.0,205084728,01,08,40
456,1900-01-17 01:17:40,0.0,0.0,205084728,01,16,40
457,1900-01-17 01:17:50,0.0,0.0,205084728,01,16,50
458,1900-01-17 01:18:00,0.0,0.0,205084728,01,17,00
459,1900-01-17 01:18:10,0.0,0.0,205084728,01,17,10
477,1900-01-17 01:21:10,4.0,22.0,205084728,01,20,10
478,1900-01-17 01:21:20,4.0,22.0,205084728,01,20,20
479,1900-01-17 01:21:30,4.0,22.0,205084728,01,20,30
480,1900-01-17 01:21:40,4.0,22.0,205084728,01,20,40
496,1900-01-17 01:24:20,2.0,11.0,205084728,01,23,20
497,1900-01-17 01:24:30,2.0,11.0,205084728,01,23,30
498,1900-01-17 01:24:40,2.0,11.0,205084728,01,23,40
533,1900-01-17 01:30:30,3.0,16.0,205084728,01,29,30
537,1900-01-17 01:31:10,3.0,16.0,205084728,01,30,10
561,1900-01-17 01:35:10,2.0,11.0,205084728,01,34,10
603,1900-01-17 01:42:10,6.0,33.0,205084728,01,41,10
0,1900-01-19 00:04:30,1.0,4.0,205085329,00,03,30
1,1900-01-19 00:04:40,1.0,4.0,205085329,00,03,40
2,1900-01-19 00:04:50,1.0,4.0,205085329,00,03,50
3,1900-01-19 00:05:00,1.0,4.0,205085329,00,04,00
4,1900-01-19 00:05:10,1.0,4.0,205085329,00,04,10
5,1900-01-19 00:05:20,1.0,4.0,205085329,00,04,20
34,1900-01-19 00:10:10,8.0,36.0,205085329,00,09,10
35,1900-01-19 00:10:20,8.0,36.0,205085329,00,09,20
36,1900-01-19 00:10:30,8.0,36.0,205085329,00,09,30
55,1900-01-19 00:13:40,1.0,4.0,205085329,00,12,40
56,1900-01-19 00:13:50,1.0,4.0,205085329,00,12,50
57,1900-01-19 00:14:00,1.0,4.0,205085329,00,13,00
93,1900-01-19 00:20:00,5.0,22.0,205085329,00,19,00
94,1900-01-19 00:20:10,5.0,22.0,205085329,00,19,10
95,1900-01-19 00:20:20,5.0,22.0,205085329,00,19,20
115,1900-01-19 00:23:40,11.0,50.0,205085329,00,22,40
155,1900-01-19 00:30:20,2.0,9.0,205085329,00,29,20
156,1900-01-19 00:30:30,2.0,9.0,205085329,00,29,30
158,1900-01-19 00:30:50,2.0,9.0,205085329,00,29,50
159,1900-01-19 00:31:00,2.0,9.0,205085329,00,30,00
160,1900-01-19 00:31:10,2.0,9.0,205085329,00,30,10
161,1900-01-19 00:31:20,2.0,9.0,205085329,00,30,20
162,1900-01-19 00:31:30,2.0,9.0,205085329,00,30,30
163,1900-01-19 00:31:40,2.0,9.0,205085329,00,30,40
181,1900-01-19 00:34:40,3.0,13.0,205085329,00,33,40
182,1900-01-19 00:34:50,3.0,13.0,205085329,00,33,50
183,1900-01-19 00:35:00,3.0,13.0,205085329,00,34,00
184,1900-01-19 00:35:10,3.0,13.0,205085329,00,34,10
185,1900-01-19 00:35:20,3.0,13.0,205085329,00,34,20
186,1900-01-19 00:35:30,3.0,13.0,205085329,00,34,30
203,1900-01-19 00:38:20,2.0,9.0,205085329,00,37,20
210,1900-01-19 00:39:30,2.0,9.0,205085329,00,38,30
211,1900-01-19 00:39:40,2.0,9.0,205085329,00,38,40
212,1900-01-19 00:39:50,2.0,9.0,205085329,00,38,50
213,1900-01-19 00:40:00,2.0,9.0,205085329,00,39,00
214,1900-01-19 00:40:10,2.0,9.0,205085329,00,39,10
215,1900-01-19 00:40:20,2.0,9.0,205085329,00,39,20
231,1900-01-19 00:43:00,1.0,4.0,205085329,00,42,00
232,1900-01-19 00:43:10,1.0,4.0,205085329,00,42,10
233,1900-01-19 00:43:20,1.0,4.0,205085329,00,42,20
234,1900-01-19 00:43:30,1.0,4.0,205085329,00,42,30
235,1900-01-19 00:43:40,1.0,4.0,205085329,00,42,40
236,1900-01-19 00:43:50,1.0,4.0,205085329,00,42,50
274,1900-01-19 00:50:10,22.0,100.0,205085329,00,49,10
298,1900-01-19 00:54:10,3.0,13.0,205085329,00,53,10
300,1900-01-19 00:54:30,3.0,13.0,205085329,00,53,30
301,1900-01-19 00:54:40,3.0,13.0,205085329,00,53,40
308,1900-01-19 00:55:50,3.0,13.0,205085329,00,54,50
3,1900-01-21 00:02:00,4.0,57.0,205085663,00,01,00
4,1900-01-21 00:02:10,4.0,57.0,205085663,00,01,10
5,1900-01-21 00:02:20,4.0,57.0,205085663,00,01,20
45,1900-01-21 00:09:00,3.0,42.0,205085663,00,08,00
46,1900-01-21 00:09:10,3.0,42.0,205085663,00,08,10
64,1900-01-21 00:12:10,1.0,14.0,205085663,00,11,10
79,1900-01-21 00:14:40,1.0,14.0,205085663,00,13,40
80,1900-01-21 00:14:50,1.0,14.0,205085663,00,13,50
105,1900-01-21 00:19:00,6.0,85.0,205085663,00,18,00
126,1900-01-21 00:22:30,2.0,28.0,205085663,00,21,30
127,1900-01-21 00:22:40,2.0,28.0,205085663,00,21,40
128,1900-01-21 00:22:50,2.0,28.0,205085663,00,21,50
129,1900-01-21 00:23:00,2.0,28.0,205085663,00,22,00
130,1900-01-21 00:23:10,2.0,28.0,205085663,00,22,10
131,1900-01-21 00:23:20,2.0,28.0,205085663,00,22,20
132,1900-01-21 00:23:30,2.0,28.0,205085663,00,22,30
166,1900-01-21 00:29:10,4.0,57.0,205085663,00,28,10
167,1900-01-21 00:29:20,4.0,57.0,205085663,00,28,20
168,1900-01-21 00:29:30,4.0,57.0,205085663,00,28,30
179,1900-01-21 00:31:20,4.0,57.0,205085663,00,30,20
180,1900-01-21 00:31:30,4.0,57.0,205085663,00,30,30
181,1900-01-21 00:31:40,4.0,57.0,205085663,00,30,40
182,1900-01-21 00:31:50,4.0,57.0,205085663,00,30,50
183,1900-01-21 00:32:00,4.0,57.0,205085663,00,31,00
199,1900-01-21 00:34:40,1.0,14.0,205085663,00,33,40
200,1900-01-21 00:34:50,1.0,14.0,205085663,00,33,50
201,1900-01-21 00:35:00,1.0,14.0,205085663,00,34,00
214,1900-01-21 00:37:10,1.0,14.0,205085663,00,36,10
215,1900-01-21 00:37:20,1.0,14.0,205085663,00,36,20
216,1900-01-21 00:37:30,1.0,14.0,205085663,00,36,30
217,1900-01-21 00:37:40,1.0,14.0,205085663,00,36,40
218,1900-01-21 00:37:50,1.0,14.0,205085663,00,36,50
219,1900-01-21 00:38:00,1.0,14.0,205085663,00,37,00
235,1900-01-21 00:40:40,2.0,28.0,205085663,00,39,40
236,1900-01-21 00:40:50,2.0,28.0,205085663,00,39,50
237,1900-01-21 00:41:00,2.0,28.0,205085663,00,40,00
268,1900-01-21 00:46:10,3.0,42.0,205085663,00,45,10
306,1900-01-21 00:52:30,7.0,100.0,205085663,00,51,30
307,1900-01-21 00:52:40,7.0,100.0,205085663,00,51,40
327,1900-01-21 00:56:00,0.0,0.0,205085663,00,55,00
328,1900-01-21 00:56:10,0.0,0.0,205085663,00,55,10
329,1900-01-21 00:56:20,0.0,0.0,205085663,00,55,20
330,1900-01-21 00:56:30,0.0,0.0,205085663,00,55,30
353,1900-01-21 01:00:20,5.0,71.0,205085663,00,59,20
354,1900-01-21 01:00:30,5.0,71.0,205085663,00,59,30
355,1900-01-21 01:00:40,5.0,71.0,205085663,00,59,40
356,1900-01-21 01:00:50,5.0,71.0,205085663,00,59,50
357,1900-01-21 01:01:00,5.0,71.0,205085663,01,00,00
383,1900-01-21 01:05:20,5.0,71.0,205085663,01,04,20
384,1900-01-21 01:05:30,5.0,71.0,205085663,01,04,30
22,1900-01-23 00:06:10,5.0,62.0,205086177,00,05,10
23,1900-01-23 00:06:20,5.0,62.0,205086177,00,05,20
24,1900-01-23 00:06:30,5.0,62.0,205086177,00,05,30
25,1900-01-23 00:06:40,5.0,62.0,205086177,00,05,40
26,1900-01-23 00:06:50,5.0,62.0,205086177,00,05,50
51,1900-01-23 00:11:00,1.0,12.0,205086177,00,10,00
55,1900-01-23 00:11:40,1.0,12.0,205086177,00,10,40
56,1900-01-23 00:11:50,1.0,12.0,205086177,00,10,50
72,1900-01-23 00:14:30,2.0,25.0,205086177,00,13,30
75,1900-01-23 00:15:00,2.0,25.0,205086177,00,14,00
76,1900-01-23 00:15:10,2.0,25.0,205086177,00,14,10
105,1900-01-23 00:20:00,8.0,100.0,205086177,00,19,00
108,1900-01-23 00:20:30,8.0,100.0,205086177,00,19,30
133,1900-01-23 00:24:40,5.0,62.0,205086177,00,23,40
134,1900-01-23 00:24:50,5.0,62.0,205086177,00,23,50
170,1900-01-23 00:30:50,2.0,25.0,205086177,00,29,50
175,1900-01-23 00:31:40,2.0,25.0,205086177,00,30,40
193,1900-01-23 00:34:40,5.0,62.0,205086177,00,33,40
194,1900-01-23 00:34:50,5.0,62.0,205086177,00,33,50
196,1900-01-23 00:35:10,5.0,62.0,205086177,00,34,10
228,1900-01-23 00:40:30,8.0,100.0,205086177,00,39,30
230,1900-01-23 00:40:50,8.0,100.0,205086177,00,39,50
231,1900-01-23 00:41:00,8.0,100.0,205086177,00,40,00
260,1900-01-23 00:45:50,4.0,50.0,205086177,00,44,50
262,1900-01-23 00:46:10,4.0,50.0,205086177,00,45,10
263,1900-01-23 00:46:20,4.0,50.0,205086177,00,45,20
264,1900-01-23 00:46:30,4.0,50.0,205086177,00,45,30
304,1900-01-23 00:53:10,6.0,75.0,205086177,00,52,10
324,1900-01-23 00:56:30,3.0,37.0,205086177,00,55,30
335,1900-01-23 00:58:20,3.0,37.0,205086177,00,57,20
336,1900-01-23 00:58:30,3.0,37.0,205086177,00,57,30
364,1900-01-23 01:03:10,4.0,50.0,205086177,01,02,10
395,1900-01-23 01:08:20,4.0,50.0,205086177,01,07,20
396,1900-01-23 01:08:30,4.0,50.0,205086177,01,07,30
412,1900-01-23 01:11:10,3.0,37.0,205086177,01,10,10
413,1900-01-23 01:11:20,3.0,37.0,205086177,01,10,20
414,1900-01-23 01:11:30,3.0,37.0,205086177,01,10,30
415,1900-01-23 01:11:40,3.0,37.0,205086177,01,10,40
417,1900-01-23 01:12:00,3.0,37.0,205086177,01,11,00
419,1900-01-23 01:12:20,3.0,37.0,205086177,01,11,20
420,1900-01-23 01:12:30,3.0,37.0,205086177,01,11,30
421,1900-01-23 01:12:40,3.0,37.0,205086177,01,11,40
422,1900-01-23 01:12:50,3.0,37.0,205086177,01,11,50
437,1900-01-23 01:15:20,3.0,37.0,205086177,01,14,20
438,1900-01-23 01:15:30,3.0,37.0,205086177,01,14,30
439,1900-01-23 01:15:40,3.0,37.0,205086177,01,14,40
440,1900-01-23 01:15:50,3.0,37.0,205086177,01,14,50
441,1900-01-23 01:16:00,3.0,37.0,205086177,01,15,00
442,1900-01-23 01:16:10,3.0,37.0,205086177,01,15,10
458,1900-01-23 01:18:50,3.0,37.0,205086177,01,17,50
459,1900-01-23 01:19:00,3.0,37.0,205086177,01,18,00
477,1900-01-23 01:22:00,1.0,12.0,205086177,01,21,00
478,1900-01-23 01:22:10,1.0,12.0,205086177,01,21,10
479,1900-01-23 01:22:20,1.0,12.0,205086177,01,21,20
480,1900-01-23 01:22:30,1.0,12.0,205086177,01,21,30
481,1900-01-23 01:22:40,1.0,12.0,205086177,01,21,40
482,1900-01-23 01:22:50,1.0,12.0,205086177,01,21,50
500,1900-01-23 01:25:50,2.0,25.0,205086177,01,24,50
501,1900-01-23 01:26:00,2.0,25.0,205086177,01,25,00
508,1900-01-23 01:27:10,2.0,25.0,205086177,01,26,10
509,1900-01-23 01:27:20,2.0,25.0,205086177,01,26,20
510,1900-01-23 01:27:30,2.0,25.0,205086177,01,26,30
511,1900-01-23 01:27:40,2.0,25.0,205086177,01,26,40
512,1900-01-23 01:27:50,2.0,25.0,205086177,01,26,50
536,1900-01-23 01:31:50,3.0,37.0,205086177,01,30,50
537,1900-01-23 01:32:00,3.0,37.0,205086177,01,31,00
538,1900-01-23 01:32:10,3.0,37.0,205086177,01,31,10
560,1900-01-23 01:35:50,3.0,37.0,205086177,01,34,50
3,1900-01-25 00:02:30,5.0,13.0,210949652,00,01,30
4,1900-01-25 00:02:40,5.0,13.0,210949652,00,01,40
5,1900-01-25 00:02:50,5.0,13.0,210949652,00,01,50
36,1900-01-25 00:08:00,4.0,11.0,210949652,00,07,00
57,1900-01-25 00:11:30,3.0,8.0,210949652,00,10,30
58,1900-01-25 00:11:40,3.0,8.0,210949652,00,10,40
62,1900-01-25 00:12:20,3.0,8.0,210949652,00,11,20
66,1900-01-25 00:13:00,3.0,8.0,210949652,00,12,00
98,1900-01-25 00:18:20,4.0,11.0,210949652,00,17,20
99,1900-01-25 00:18:30,4.0,11.0,210949652,00,17,30
116,1900-01-25 00:21:20,2.0,5.0,210949652,00,20,20
117,1900-01-25 00:21:30,2.0,5.0,210949652,00,20,30
118,1900-01-25 00:21:40,2.0,5.0,210949652,00,20,40
119,1900-01-25 00:21:50,2.0,5.0,210949652,00,20,50
145,1900-01-25 00:26:10,5.0,13.0,210949652,00,25,10
194,1900-01-25 00:34:20,1.0,2.0,210949652,00,33,20
195,1900-01-25 00:34:30,1.0,2.0,210949652,00,33,30
196,1900-01-25 00:34:40,1.0,2.0,210949652,00,33,40
197,1900-01-25 00:34:50,1.0,2.0,210949652,00,33,50
198,1900-01-25 00:35:00,1.0,2.0,210949652,00,34,00
199,1900-01-25 00:35:10,1.0,2.0,210949652,00,34,10
219,1900-01-25 00:38:30,3.0,8.0,210949652,00,37,30
220,1900-01-25 00:38:40,3.0,8.0,210949652,00,37,40
221,1900-01-25 00:38:50,3.0,8.0,210949652,00,37,50
223,1900-01-25 00:39:10,3.0,8.0,210949652,00,38,10
236,1900-01-25 00:41:20,3.0,8.0,210949652,00,40,20
237,1900-01-25 00:41:30,3.0,8.0,210949652,00,40,30
274,1900-01-25 00:47:40,8.0,22.0,210949652,00,46,40
275,1900-01-25 00:47:50,8.0,22.0,210949652,00,46,50
298,1900-01-25 00:51:40,36.0,100.0,210949652,00,50,40
299,1900-01-25 00:51:50,36.0,100.0,210949652,00,50,50
325,1900-01-25 00:56:10,4.0,11.0,210949652,00,55,10
345,1900-01-25 00:59:30,2.0,5.0,210949652,00,58,30
363,1900-01-25 01:02:30,5.0,13.0,210949652,01,01,30
364,1900-01-25 01:02:40,5.0,13.0,210949652,01,01,40
382,1900-01-25 01:05:40,4.0,11.0,210949652,01,04,40
383,1900-01-25 01:05:50,4.0,11.0,210949652,01,04,50
384,1900-01-25 01:06:00,4.0,11.0,210949652,01,05,00
385,1900-01-25 01:06:10,4.0,11.0,210949652,01,05,10
387,1900-01-25 01:06:30,4.0,11.0,210949652,01,05,30
398,1900-01-25 01:08:20,4.0,11.0,210949652,01,07,20
399,1900-01-25 01:08:30,4.0,11.0,210949652,01,07,30
400,1900-01-25 01:08:40,4.0,11.0,210949652,01,07,40
421,1900-01-25 01:12:10,6.0,16.0,210949652,01,11,10
422,1900-01-25 01:12:20,6.0,16.0,210949652,01,11,20
423,1900-01-25 01:12:30,6.0,16.0,210949652,01,11,30
443,1900-01-25 01:15:50,6.0,16.0,210949652,01,14,50
484,1900-01-25 01:22:40,24.0,66.0,210949652,01,21,40
485,1900-01-25 01:22:50,24.0,66.0,210949652,01,21,50
486,1900-01-25 01:23:00,24.0,66.0,210949652,01,22,00
508,1900-01-25 01:26:40,12.0,33.0,210949652,01,25,40
542,1900-01-25 01:32:20,21.0,58.0,210949652,01,31,20
589,1900-01-25 01:40:10,7.0,19.0,210949652,01,39,10
590,1900-01-25 01:40:20,7.0,19.0,210949652,01,39,20
634,1900-01-25 01:47:40,6.0,16.0,210949652,01,46,40
635,1900-01-25 01:47:50,6.0,16.0,210949652,01,46,50
654,1900-01-25 01:51:00,4.0,11.0,210949652,01,50,00
682,1900-01-25 01:55:40,4.0,11.0,210949652,01,54,40
714,1900-01-25 02:01:00,13.0,36.0,210949652,02,00,00
715,1900-01-25 02:01:10,13.0,36.0,210949652,02,00,10
716,1900-01-25 02:01:20,13.0,36.0,210949652,02,00,20
763,1900-01-25 02:09:10,3.0,8.0,210949652,02,08,10
764,1900-01-25 02:09:20,3.0,8.0,210949652,02,08,20
765,1900-01-25 02:09:30,3.0,8.0,210949652,02,08,30
797,1900-01-25 02:14:50,7.0,19.0,210949652,02,13,50
802,1900-01-25 02:15:40,7.0,19.0,210949652,02,14,40
3,1900-01-27 00:01:20,2.0,18.0,210950348,00,00,20
4,1900-01-27 00:01:30,2.0,18.0,210950348,00,00,30
5,1900-01-27 00:01:40,2.0,18.0,210950348,00,00,40
22,1900-01-27 00:04:30,1.0,9.0,210950348,00,03,30
23,1900-01-27 00:04:40,1.0,9.0,210950348,00,03,40
24,1900-01-27 00:04:50,1.0,9.0,210950348,00,03,50
25,1900-01-27 00:05:00,1.0,9.0,210950348,00,04,00
41,1900-01-27 00:07:40,2.0,18.0,210950348,00,06,40
42,1900-01-27 00:07:50,2.0,18.0,210950348,00,06,50
43,1900-01-27 00:08:00,2.0,18.0,210950348,00,07,00
44,1900-01-27 00:08:10,2.0,18.0,210950348,00,07,10
45,1900-01-27 00:08:20,2.0,18.0,210950348,00,07,20
46,1900-01-27 00:08:30,2.0,18.0,210950348,00,07,30
76,1900-01-27 00:13:30,6.0,54.0,210950348,00,12,30
112,1900-01-27 00:19:30,4.0,36.0,210950348,00,18,30
128,1900-01-27 00:22:10,3.0,27.0,210950348,00,21,10
130,1900-01-27 00:22:30,3.0,27.0,210950348,00,21,30
149,1900-01-27 00:25:40,1.0,9.0,210950348,00,24,40
150,1900-01-27 00:25:50,1.0,9.0,210950348,00,24,50
151,1900-01-27 00:26:00,1.0,9.0,210950348,00,25,00
155,1900-01-27 00:26:40,1.0,9.0,210950348,00,25,40
156,1900-01-27 00:26:50,1.0,9.0,210950348,00,25,50
157,1900-01-27 00:27:00,1.0,9.0,210950348,00,26,00
158,1900-01-27 00:27:10,1.0,9.0,210950348,00,26,10
159,1900-01-27 00:27:20,1.0,9.0,210950348,00,26,20
160,1900-01-27 00:27:30,1.0,9.0,210950348,00,26,30
163,1900-01-27 00:28:00,1.0,9.0,210950348,00,27,00
164,1900-01-27 00:28:10,1.0,9.0,210950348,00,27,10
165,1900-01-27 00:28:20,1.0,9.0,210950348,00,27,20
166,1900-01-27 00:28:30,1.0,9.0,210950348,00,27,30
167,1900-01-27 00:28:40,1.0,9.0,210950348,00,27,40
168,1900-01-27 00:28:50,1.0,9.0,210950348,00,27,50
169,1900-01-27 00:29:00,1.0,9.0,210950348,00,28,00
170,1900-01-27 00:29:10,1.0,9.0,210950348,00,28,10
171,1900-01-27 00:29:20,1.0,9.0,210950348,00,28,20
172,1900-01-27 00:29:30,1.0,9.0,210950348,00,28,30
189,1900-01-27 00:32:20,3.0,27.0,210950348,00,31,20
190,1900-01-27 00:32:30,3.0,27.0,210950348,00,31,30
191,1900-01-27 00:32:40,3.0,27.0,210950348,00,31,40
192,1900-01-27 00:32:50,3.0,27.0,210950348,00,31,50
213,1900-01-27 00:36:20,3.0,27.0,210950348,00,35,20
214,1900-01-27 00:36:30,3.0,27.0,210950348,00,35,30
218,1900-01-27 00:37:10,3.0,27.0,210950348,00,36,10
222,1900-01-27 00:37:50,3.0,27.0,210950348,00,36,50
223,1900-01-27 00:38:00,3.0,27.0,210950348,00,37,00
226,1900-01-27 00:38:30,3.0,27.0,210950348,00,37,30
227,1900-01-27 00:38:40,3.0,27.0,210950348,00,37,40
239,1900-01-27 00:40:40,3.0,27.0,210950348,00,39,40
240,1900-01-27 00:40:50,3.0,27.0,210950348,00,39,50
250,1900-01-27 00:42:30,3.0,27.0,210950348,00,41,30
251,1900-01-27 00:42:40,3.0,27.0,210950348,00,41,40
252,1900-01-27 00:42:50,3.0,27.0,210950348,00,41,50
280,1900-01-27 00:47:30,3.0,27.0,210950348,00,46,30
282,1900-01-27 00:47:50,3.0,27.0,210950348,00,46,50
283,1900-01-27 00:48:00,3.0,27.0,210950348,00,47,00
286,1900-01-27 00:48:30,3.0,27.0,210950348,00,47,30
287,1900-01-27 00:48:40,3.0,27.0,210950348,00,47,40
291,1900-01-27 00:49:20,3.0,27.0,210950348,00,48,20
321,1900-01-27 00:54:20,5.0,45.0,210950348,00,53,20
322,1900-01-27 00:54:30,5.0,45.0,210950348,00,53,30
348,1900-01-27 00:58:50,3.0,27.0,210950348,00,57,50
349,1900-01-27 00:59:00,3.0,27.0,210950348,00,58,00
365,1900-01-27 01:01:40,2.0,18.0,210950348,01,00,40
370,1900-01-27 01:02:30,2.0,18.0,210950348,01,01,30
371,1900-01-27 01:02:40,2.0,18.0,210950348,01,01,40
372,1900-01-27 01:02:50,2.0,18.0,210950348,01,01,50
373,1900-01-27 01:03:00,2.0,18.0,210950348,01,02,00
389,1900-01-27 01:05:40,3.0,27.0,210950348,01,04,40
408,1900-01-27 01:08:50,9.0,81.0,210950348,01,07,50
431,1900-01-27 01:12:40,5.0,45.0,210950348,01,11,40
449,1900-01-27 01:15:40,3.0,27.0,210950348,01,14,40
450,1900-01-27 01:15:50,3.0,27.0,210950348,01,14,50
451,1900-01-27 01:16:00,3.0,27.0,210950348,01,15,00
452,1900-01-27 01:16:10,3.0,27.0,210950348,01,15,10
453,1900-01-27 01:16:20,3.0,27.0,210950348,01,15,20
454,1900-01-27 01:16:30,3.0,27.0,210950348,01,15,30
484,1900-01-27 01:21:30,4.0,36.0,210950348,01,20,30
509,1900-01-27 01:25:40,3.0,27.0,210950348,01,24,40
510,1900-01-27 01:25:50,3.0,27.0,210950348,01,24,50
511,1900-01-27 01:26:00,3.0,27.0,210950348,01,25,00
531,1900-01-27 01:29:20,2.0,18.0,210950348,01,28,20
532,1900-01-27 01:29:30,2.0,18.0,210950348,01,28,30
533,1900-01-27 01:29:40,2.0,18.0,210950348,01,28,40
534,1900-01-27 01:29:50,2.0,18.0,210950348,01,28,50
535,1900-01-27 01:30:00,2.0,18.0,210950348,01,29,00
536,1900-01-27 01:30:10,2.0,18.0,210950348,01,29,10
564,1900-01-27 01:34:50,3.0,27.0,210950348,01,33,50
565,1900-01-27 01:35:00,3.0,27.0,210950348,01,34,00
596,1900-01-27 01:40:10,3.0,27.0,210950348,01,39,10
597,1900-01-27 01:40:20,3.0,27.0,210950348,01,39,20
598,1900-01-27 01:40:30,3.0,27.0,210950348,01,39,30
599,1900-01-27 01:40:40,3.0,27.0,210950348,01,39,40
633,1900-01-27 01:46:20,5.0,45.0,210950348,01,45,20
658,1900-01-27 01:50:30,11.0,100.0,210950348,01,49,30
660,1900-01-27 01:50:50,11.0,100.0,210950348,01,49,50
696,1900-01-27 01:56:50,3.0,27.0,210950348,01,55,50
697,1900-01-27 01:57:00,3.0,27.0,210950348,01,56,00
0,1900-01-29 00:04:20,1.0,20.0,210950968,00,03,20
1,1900-01-29 00:04:30,1.0,20.0,210950968,00,03,30
2,1900-01-29 00:04:40,1.0,20.0,210950968,00,03,40
3,1900-01-29 00:04:50,1.0,20.0,210950968,00,03,50
4,1900-01-29 00:05:00,1.0,20.0,210950968,00,04,00
5,1900-01-29 00:05:10,1.0,20.0,210950968,00,04,10
21,1900-01-29 00:07:50,0.0,0.0,210950968,00,06,50
22,1900-01-29 00:08:00,0.0,0.0,210950968,00,07,00
23,1900-01-29 00:08:10,0.0,0.0,210950968,00,07,10
24,1900-01-29 00:08:20,0.0,0.0,210950968,00,07,20
25,1900-01-29 00:08:30,0.0,0.0,210950968,00,07,30
26,1900-01-29 00:08:40,0.0,0.0,210950968,00,07,40
27,1900-01-29 00:08:50,0.0,0.0,210950968,00,07,50
28,1900-01-29 00:09:00,0.0,0.0,210950968,00,08,00
29,1900-01-29 00:09:10,0.0,0.0,210950968,00,08,10
30,1900-01-29 00:09:20,0.0,0.0,210950968,00,08,20
31,1900-01-29 00:09:30,0.0,0.0,210950968,00,08,30
32,1900-01-29 00:09:40,0.0,0.0,210950968,00,08,40
33,1900-01-29 00:09:50,0.0,0.0,210950968,00,08,50
34,1900-01-29 00:10:00,0.0,0.0,210950968,00,09,00
35,1900-01-29 00:10:10,0.0,0.0,210950968,00,09,10
36,1900-01-29 00:10:20,0.0,0.0,210950968,00,09,20
37,1900-01-29 00:10:30,0.0,0.0,210950968,00,09,30
38,1900-01-29 00:10:40,0.0,0.0,210950968,00,09,40
39,1900-01-29 00:10:50,0.0,0.0,210950968,00,09,50
40,1900-01-29 00:11:00,0.0,0.0,210950968,00,10,00
41,1900-01-29 00:11:10,0.0,0.0,210950968,00,10,10
42,1900-01-29 00:11:20,0.0,0.0,210950968,00,10,20
43,1900-01-29 00:11:30,0.0,0.0,210950968,00,10,30
44,1900-01-29 00:11:40,0.0,0.0,210950968,00,10,40
45,1900-01-29 00:11:50,0.0,0.0,210950968,00,10,50
46,1900-01-29 00:12:00,0.0,0.0,210950968,00,11,00
47,1900-01-29 00:12:10,0.0,0.0,210950968,00,11,10
48,1900-01-29 00:12:20,0.0,0.0,210950968,00,11,20
49,1900-01-29 00:12:30,0.0,0.0,210950968,00,11,30
50,1900-01-29 00:12:40,0.0,0.0,210950968,00,11,40
51,1900-01-29 00:12:50,0.0,0.0,210950968,00,11,50
52,1900-01-29 00:13:00,0.0,0.0,210950968,00,12,00
53,1900-01-29 00:13:10,0.0,0.0,210950968,00,12,10
54,1900-01-29 00:13:20,0.0,0.0,210950968,00,12,20
55,1900-01-29 00:13:30,0.0,0.0,210950968,00,12,30
56,1900-01-29 00:13:40,0.0,0.0,210950968,00,12,40
57,1900-01-29 00:13:50,0.0,0.0,210950968,00,12,50
58,1900-01-29 00:14:00,0.0,0.0,210950968,00,13,00
59,1900-01-29 00:14:10,0.0,0.0,210950968,00,13,10
60,1900-01-29 00:14:20,0.0,0.0,210950968,00,13,20
61,1900-01-29 00:14:30,0.0,0.0,210950968,00,13,30
62,1900-01-29 00:14:40,0.0,0.0,210950968,00,13,40
63,1900-01-29 00:14:50,0.0,0.0,210950968,00,13,50
64,1900-01-29 00:15:00,0.0,0.0,210950968,00,14,00
65,1900-01-29 00:15:10,0.0,0.0,210950968,00,14,10
66,1900-01-29 00:15:20,0.0,0.0,210950968,00,14,20
67,1900-01-29 00:15:30,0.0,0.0,210950968,00,14,30
